0,1,2,3,4,5,6,7,8,9,10,class,class2
39.5,380,0,0,0,0,0,0,1757,0,0,firefox,Linux
44.25,-60,0,0,0,0,0,0,1666,0,0,firefox,Windows
40.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
40.75,-60,0,0,0,0,0,0,1666,0,0,firefox,Windows
51.66667,-66,0,0,0,0,0,0,1729,0,0,firefox,Linux
48.33333,-66,0,0,0,0,0,0,1729,0,0,firefox,Linux
37.33333,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
39.66667,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
38.75,-60,0,0,0,0,0,0,1666,0,0,firefox,Windows
37.25,-60,0,0,0,0,0,0,1666,0,0,firefox,Windows
37.25,-60,0,0,0,0,0,0,1666,0,0,firefox,Windows
47.5,433,0,0,0,0,0,0,1989,0,0,chrome,Linux
109.5,88,0,0,0,0,0,0,1554,0,0,chrome,Windows
10.66667,-66,0,0,0,0,0,0,2633,0,0,firefox,Linux
10.33333,-66,0,0,0,0,0,0,2633,0,0,firefox,Linux
41.5,487,0,0,0,0,0,0,1581,0,0,safari,Linux
36,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
25,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
29,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
37,-60,0,0,0,0,0,0,1666,0,0,firefox,Windows
105,88,0,0,0,0,0,0,1554,0,0,chrome,Windows
104.5,88,0,0,0,0,0,0,1554,0,0,chrome,Windows
102,88,0,0,0,0,0,0,1554,0,0,chrome,Windows
220,-706,0,0,0,0,0,0,2383,0,0,firefox,Windows
41.5,450,0,0,0,0,0,0,2006,0,0,chrome,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
44.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
54.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
43.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
44.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
50.33333,-66,0,0,0,0,0,0,1730,0,0,firefox,Linux
25,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
30.66667,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
28.66667,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
34.5,-60,0,0,0,0,0,0,1353,0,0,firefox,Windows
30.66667,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
29.33333,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
33,-60,0,0,0,0,0,0,1353,0,0,firefox,Windows
31.66667,104,0,0,0,0,0,0,1397,0,0,firefox,Windows
32,752,0,0,0,0,0,0,2142,0,0,firefox,Linux
46.66667,-66,0,0,0,0,0,0,1764,0,0,firefox,Linux
56.33333,-66,0,0,0,0,0,0,1764,0,0,firefox,Linux
49,-66,0,0,0,0,0,0,1730,0,0,firefox,Linux
47,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
51.33333,-66,0,0,0,0,0,0,1764,0,0,firefox,Linux
65,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
26.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
32,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
44,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
55,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
70.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
65,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
30,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
136.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
51,-66,0,0,0,0,0,0,1764,0,0,firefox,Linux
34,168,0,0,0,0,0,0,1550,0,0,chrome,Linux
54.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
43,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,108,0,0,0,0,0,0,1675,0,0,firefox,Linux
54,-66,0,0,0,0,0,0,1730,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
37.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
38,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
36,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
54,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
40.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
44,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
42.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
36,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
54,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
49.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
56,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
25.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
30,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
37.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
59.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
27,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
51,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
81.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
39,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
28.75,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
67.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
35.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
30,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
41,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
28.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
65.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
33.25,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
30.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
78.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
106,523,0,0,0,0,0,0,2688,0,0,internet explorer,Windows
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
35.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
53.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
44.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
118,54,0,0,0,0,0,0,3723,0,0,firefox,Windows
76.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
54.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
105.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
27,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
44.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
39.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
39.5,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
96,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
44.25,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
126.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
39,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
71.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
52.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
32.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
44.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
125.5,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
145,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
26.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
28.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
58.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
86.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
92.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
64.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
37.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
131.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
44.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
54.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
70,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
120.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
93,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
142.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
57,-96,0,0,0,0,0,0,1561,0,0,firefox,Windows
98.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
28.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
50,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
116.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
48.25,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
107,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
74,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
58.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
35,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
83.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
61.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
54,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
39,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
26.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
142.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
78,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
128.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
55.5,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
37.66667,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
39.33333,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
77,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
36.5,158,0,0,0,0,0,0,1535,0,0,firefox,Linux
48,-60,0,0,0,0,0,0,1665,0,0,internet explorer,Windows
35,168,0,0,0,0,0,0,1550,0,0,chrome,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
46.5,108,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
50.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
57,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
35.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
45.33333,-66,0,0,0,0,0,0,1729,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
53.66667,-66,0,0,0,0,0,0,1729,0,0,firefox,Linux
46,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
35,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
35,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
35.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
41,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
40,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
43,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
36.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
44,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
